PRNAME,CARUID,crop,forecastYear,forecastMonth,PR ID,Forecasted Median Yield,Forecasted 10th Percentile Worst Yield,Forecasted 90th Percentile Best Yield,% Departure from the Long Term (1987-last year) Mean Yield,% Departure from the Last 5 Years (2019-2023) Mean Yield,% Departure from Last Year's Mean Yield,Crop Potential Index,Bravis-Pearson Coefficients of Determination (R2),Root Mean Square Error,LATITUDE,LONGITUDE
Ontario,3503,oats,2024,9,35,66.99,53.8,80.19,10.13,26.26,26.88,1.16,0.26,9.43,44.89519882,-78.82150269
Ontario,3504,oats,2024,9,35,60.88,50.17,71.57,2.53,-3.46,-13.77,-0.13,0.17,7.15,45.12820053,-76.3615036
Quebec,2409,oats,2024,9,24,60.7,52.83,68.57,-12.12,-12.96,6.68,-0.93,0.84,3.36,45.51089859,-72.90090179
Quebec,2406,oats,2024,9,24,60.55,52.32,68.78,8.26,3.79,7.75,0.22,0.62,5.47,46.56259918,-75.8506012
Quebec,2405,oats,2024,9,24,61.03,49.47,72.57,-11.37,-16.4,-11.3,-0.74,0.54,7.01,46.57379913,-73.90589905
Quebec,2411,oats,2024,9,24,63.97,56.52,71.41,-6.87,-13.44,6.26,-0.64,0.7,5.67,46.09189987,-72.14859772
Quebec,2404,oats,2024,9,24,67.79,61.65,73.93,17.44,3.24,29.37,0.14,0.87,4.04,45.46530151,-71.58560181
Quebec,2403,oats,2024,9,24,69.99,59.25,80.73,-0.09,2.89,22.36,0.12,0.3,15.4,47.63639832,-72.93379974
Quebec,2408,oats,2024,9,24,73.6,66.95,80.24,13.92,3.22,22.66,0.21,0.58,6.68,46.48519897,-70.73770142
Quebec,2407,oats,2024,9,24,69.71,57.95,81.47,7.4,-0.58,-9.82,-0.07,0.28,8.47,55.49300003,-73.29139709
New Brunswick / Nouveau-Brunswick,1300,oats,2024,9,13,71.23,61.36,81.09,6.65,-9.59,1.61,-0.73,0.42,7.1,46.61719894,-66.37850189
Quebec,2401,oats,2024,9,24,65.67,56.76,74.58,4.82,-4,-0.35,-0.35,0.42,6.08,48.36399841,-66.91259766
Nova Scotia / Nouvelle-Écosse,1200,oats,2024,9,12,64.35,56.29,72.41,2.4,-3,-7.14,-0.26,0.31,6.08,45.14590073,-63.33179855
Prince Edward Island / Île-du-Prince-Édouard,1100,oats,2024,9,11,65.36,56.18,74.55,-3.06,-4.11,11.73,-0.43,0.16,7.1,46.39030075,-63.2458992
Quebec,2402,oats,2024,9,24,65.57,57.42,73.71,0.88,4.14,13.83,0.34,0.37,6.03,51.06119919,-67.41169739
British Columbia / Colombie-Britannique,5908,peas,2024,7,59,35.14,26.81,43.49,9.06,20.44,20.36,0.62,0.5,5.9,57.69950104,-123.1610031
Alberta,4820,peas,2024,7,48,42.31,33.14,51.49,14.83,17.27,56.71,0.48,0.78,4.3,50.52590179,-112.5500031
Alberta,4810,peas,2024,7,48,35.69,27.45,43.92,19.8,47.74,98.29,1.34,0.82,3.64,50.66460037,-110.9089966
Alberta,4830,peas,2024,7,48,47.41,40.35,54.46,15.94,7.89,21.56,0.32,0.7,4.05,51.08769989,-115.1790009
Alberta,4850,peas,2024,7,48,47.51,39.45,55.55,9.67,3.14,-18.93,0.17,0.48,5.27,52.69950104,-114.6679993
Alberta,4870,peas,2024,7,48,38.35,30.87,45.84,12.07,14.29,6.25,0.67,0.56,4.64,56.94729996,-116.8280029
Alberta,4860,peas,2024,7,48,48.39,39.71,57.05,14.17,22.56,-5.31,0.93,0.62,4.99,56.47129822,-112.810997
Alberta,4840,peas,2024,7,48,46.19,38.54,53.84,31.2,15.08,10.51,0.67,0.85,3.58,52.48089981,-111.4990005
Alberta,4841,peas,2024,7,48,46.35,37.66,55.04,24.49,13.27,-7.3,0.59,0.74,4.4,53.36869812,-111.6920013
Saskatchewan,4704,peas,2024,7,47,27.48,18.59,36.37,0.07,21.07,9.06,0.6,0.66,5.43,49.53290176,-108.7890015
Saskatchewan,4708,peas,2024,7,47,32.38,24.13,40.64,15.83,43.54,152.98,0.94,0.78,4.04,50.71530151,-108.8300018
Saskatchewan,4703,peas,2024,7,47,26.96,18.6,35.33,1.64,10.15,16.73,0.3,0.75,3.89,49.54230118,-106.4049988
Saskatchewan,4707,peas,2024,7,47,32.93,24.65,41.2,17.19,30.46,69.73,0.93,0.78,3.39,50.59840012,-106.6139984
Saskatchewan,4702,peas,2024,7,47,29.92,22.43,37.4,8.04,-5.33,13.32,-0.28,0.71,3.53,49.52310181,-104.2490005
Saskatchewan,4706,peas,2024,7,47,38.76,31.54,45.98,27.38,4.82,2.82,0.26,0.72,3.43,50.59830093,-104.3659973
Saskatchewan,4701,peas,2024,7,47,38.65,30.94,46.36,23.57,-1.41,7.06,-0.1,0.52,4.82,49.52339935,-102.3099976
Saskatchewan,4705,peas,2024,7,47,41.41,33.99,48.82,30.84,6.99,8.11,0.49,0.66,3.94,50.58200073,-102.3919983
Saskatchewan,4713,peas,2024,7,47,43.23,33.99,52.46,39.81,26.25,21.77,0.93,0.66,5.7,52.15140152,-109.262001
Saskatchewan,4717,peas,2024,7,47,48.21,38.57,57.85,41.26,19.16,11.86,0.86,0.82,4.3,53.79119873,-108.9599991
Saskatchewan,4712,peas,2024,7,47,37.66,28.18,47.14,24.48,34.1,34.97,0.93,0.77,4.38,51.94589996,-107.7990036
Saskatchewan,4711,peas,2024,7,47,37.75,30,45.51,23.18,24.51,41.39,0.81,0.78,3.51,51.67309952,-106.0029984
Saskatchewan,4716,peas,2024,7,47,43.56,35.44,51.69,39.52,29.71,12.55,1.02,0.79,4.03,56.79359818,-105.9339981
Saskatchewan,4710,peas,2024,7,47,44.19,37.47,50.89,39.54,13.36,-6.98,0.6,0.73,4.05,51.6393013,-104.1080017
Saskatchewan,4715,peas,2024,7,47,45.6,37.29,53.9,39.17,15.5,3.87,0.64,0.78,4.39,52.89289856,-105.586998
Saskatchewan,4709,peas,2024,7,47,48.76,41.25,56.26,47.33,11.73,-7.3,0.6,0.8,4.49,51.7173996,-102.4309998
Saskatchewan,4714,peas,2024,7,47,42.47,33.26,51.68,32.28,12.24,13.56,0.56,0.79,3.85,53.01649857,-103.3099976
Manitoba,4601,peas,2024,7,46,48.05,41.05,55.04,26.11,-1.7,0.53,-0.12,0.74,4.72,49.27149963,-100.3990021
Manitoba,4602,peas,2024,7,46,45.05,36.88,53.24,27.97,0.97,-8.61,0.06,0.55,5.16,49.79869843,-100.2649994
Manitoba,4603,peas,2024,7,46,41.54,34.8,48.28,14.3,-9.38,-19.03,-0.72,0.6,4.85,50.34700012,-100.387001
Manitoba,4608,peas,2024,7,46,48.65,40.3,57.01,47.26,-3.13,9.82,-0.15,0.67,7.08,49.27899933,-98.30419922
Manitoba,4607,peas,2024,7,46,46.59,37.55,55.64,28.21,11.79,27.65,0.41,0.47,6.81,49.98550034,-98.45970154
Manitoba,4609,peas,2024,7,46,38.22,28.45,47.99,39.9,-5.87,,-0.19,0.62,5.57,49.63000107,-96.80410004
Manitoba,4611,peas,2024,7,46,46.25,35.81,56.7,34.43,4.52,-21.21,0.13,0.63,7.98,50.22650146,-97.2460022
Manitoba,4604,peas,2024,7,46,54.85,46.35,63.35,40.79,4.99,-4.11,0.33,0.77,4.96,51.0135994,-101.1809998
Manitoba,4605,peas,2024,7,46,59.04,49.72,68.37,38.04,9.62,9.14,0.6,0.55,8.15,52.08010101,-101.052002
Manitoba,4606,peas,2024,7,46,45.03,35.75,54.31,29.87,1.18,,0.04,0.49,6.13,51.12139893,-99.88110352
Manitoba,4612,peas,2024,7,46,36.19,24.04,48.35,8.98,-16.29,,-0.25,0.68,7.27,55.729599,-97.167099
Ontario,3500,peas,2024,7,35,39.1,39.1,39.1,,,,,,,50.44540024,-86.04720306
New Brunswick / Nouveau-Brunswick,1300,peas,2024,7,13,22.2,22.2,22.2,,,,,,,46.61719894,-66.37850189
Quebec,2400,peas,2024,7,24,33.8,33.8,33.8,,,,,,,53.39260101,-71.78160095
British Columbia / Colombie-Britannique,5908,peas,2024,8,59,27.59,19.9,35.27,-14.38,-5.44,-5.5,-0.17,0.38,6.54,57.69950104,-123.1610031
Alberta,4820,peas,2024,8,48,40.59,35.87,45.32,10.15,12.5,50.33,0.35,0.78,4.38,50.52590179,-112.5500031
Alberta,4810,peas,2024,8,48,28.08,22.14,34.03,-5.74,16.24,56.02,0.45,0.81,3.77,50.66460037,-110.9089966
Alberta,4830,peas,2024,8,48,43.7,38.72,48.69,6.87,-0.55,12.05,-0.02,0.7,4.05,51.08769989,-115.1790009
Alberta,4850,peas,2024,8,48,42.93,35.89,49.96,-0.9,-6.8,-26.74,-0.37,0.55,4.89,52.69950104,-114.6679993
Alberta,4870,peas,2024,8,48,39.71,32.92,46.49,16.02,18.32,9.99,0.86,0.59,4.47,56.94729996,-116.8280029
Alberta,4860,peas,2024,8,48,44.86,37.05,52.67,5.83,13.62,-12.22,0.56,0.6,5.12,56.47129822,-112.810997
Alberta,4840,peas,2024,8,48,33.99,28.57,39.39,-3.46,-15.32,-18.69,-0.68,0.85,3.58,52.48089981,-111.4990005
Alberta,4841,peas,2024,8,48,35.6,31.06,40.13,-4.39,-13.01,-28.81,-0.58,0.77,4.13,53.36869812,-111.6920013
Saskatchewan,4704,peas,2024,8,47,28.52,21.06,35.97,3.84,25.63,13.17,0.72,0.62,5.77,49.53290176,-108.7890015
Saskatchewan,4708,peas,2024,8,47,30.03,24.82,35.25,7.44,33.13,134.65,0.72,0.78,4.02,50.71530151,-108.8300018
Saskatchewan,4703,peas,2024,8,47,21.72,16.13,27.29,-18.14,-11.29,-5.99,-0.33,0.76,3.89,49.54230118,-106.4049988
Saskatchewan,4707,peas,2024,8,47,31.96,27.22,36.71,13.76,26.64,64.76,0.81,0.79,3.29,50.59840012,-106.6139984
Saskatchewan,4702,peas,2024,8,47,29.78,25.82,33.73,7.54,-5.77,12.79,-0.3,0.71,3.54,49.52310181,-104.2490005
Saskatchewan,4706,peas,2024,8,47,38.94,34.1,43.78,27.98,5.31,3.3,0.28,0.74,3.35,50.59830093,-104.3659973
Saskatchewan,4701,peas,2024,8,47,41.81,35.03,48.59,33.7,6.67,15.83,0.48,0.53,4.78,49.52339935,-102.3099976
Saskatchewan,4705,peas,2024,8,47,32.43,26.6,38.26,2.48,-16.2,-15.32,-1.14,0.68,3.85,50.58200073,-102.3919983
Saskatchewan,4713,peas,2024,8,47,40.3,32.88,47.71,30.35,17.71,13.53,0.63,0.65,5.83,52.15140152,-109.262001
Saskatchewan,4717,peas,2024,8,47,39.13,32.58,45.68,14.65,-3.29,-9.21,-0.15,0.79,4.57,53.79119873,-108.9599991
Saskatchewan,4712,peas,2024,8,47,36.87,31.29,42.45,21.88,31.3,32.15,0.85,0.76,4.4,51.94589996,-107.7990036
Saskatchewan,4711,peas,2024,8,47,38.15,32.31,43.99,24.47,25.82,42.88,0.86,0.65,4.87,51.67309952,-106.0029984
Saskatchewan,4716,peas,2024,8,47,35.23,28.58,41.88,12.86,4.92,-8.96,0.17,0.71,4.73,56.79359818,-105.9339981
Saskatchewan,4710,peas,2024,8,47,44.29,38.62,49.96,39.87,13.62,-6.76,0.61,0.73,4.05,51.6393013,-104.1080017
Saskatchewan,4715,peas,2024,8,47,42.1,36.68,47.53,28.51,6.65,-4.09,0.27,0.79,4.23,52.89289856,-105.586998
Saskatchewan,4709,peas,2024,8,47,49.4,43.75,55.03,49.26,13.19,-6.09,0.68,0.81,4.37,51.7173996,-102.4309998
Saskatchewan,4714,peas,2024,8,47,38.54,33.34,43.75,20.04,1.85,3.05,0.09,0.77,3.96,53.01649857,-103.3099976
Manitoba,4601,peas,2024,8,46,45.46,40.1,50.82,19.3,-7,-4.9,-0.5,0.74,4.71,49.27149963,-100.3990021
Manitoba,4602,peas,2024,8,46,41.37,34.53,48.21,17.5,-7.28,-16.09,-0.41,0.54,5.24,49.79869843,-100.2649994
Manitoba,4603,peas,2024,8,46,41.22,34.26,48.18,13.43,-10.08,-19.65,-0.78,0.6,4.85,50.34700012,-100.387001
Manitoba,4608,peas,2024,8,46,50.19,42.23,58.15,51.93,-0.06,13.3,0,0.67,7.08,49.27899933,-98.30419922
Manitoba,4607,peas,2024,8,46,40.77,33.45,48.08,12.18,-2.19,11.69,-0.08,0.45,7.01,49.98550034,-98.45970154
Manitoba,4609,peas,2024,8,46,39.01,29.89,48.14,42.81,-3.91,,-0.13,0.63,5.56,49.63000107,-96.80410004
Manitoba,4611,peas,2024,8,46,44.69,34.07,55.31,29.91,1,-23.86,0.03,0.5,9.8,50.22650146,-97.2460022
Manitoba,4604,peas,2024,8,46,54.96,47.57,62.36,41.08,5.21,-3.91,0.35,0.77,4.96,51.0135994,-101.1809998
Manitoba,4605,peas,2024,8,46,60.2,51.37,69.03,40.75,11.78,11.28,0.74,0.59,6.95,52.08010101,-101.052002
Manitoba,4606,peas,2024,8,46,42.88,33.94,51.81,23.68,-3.64,,-0.12,0.56,5.73,51.12139893,-99.88110352
Manitoba,4612,peas,2024,8,46,28.95,21.88,36.03,-12.82,-33.03,,-0.51,0.54,8.92,55.729599,-97.167099
Ontario,3500,peas,2024,8,35,39.1,39.1,39.1,,,,,,,50.44540024,-86.04720306
New Brunswick / Nouveau-Brunswick,1300,peas,2024,8,13,22.2,22.2,22.2,,,,,,,46.61719894,-66.37850189
Quebec,2400,peas,2024,8,24,33.8,33.8,33.8,,,,,,,53.39260101,-71.78160095
British Columbia / Colombie-Britannique,5901,peas,2024,9,59,43.86,43.86,43.86,0,0,-5.3,0,,,53.85300064,-125.2580032
British Columbia / Colombie-Britannique,5908,peas,2024,9,59,27.9,20.22,35.58,-13.44,-4.4,-4.47,-0.13,0.38,6.54,57.69950104,-123.1610031
Alberta,4820,peas,2024,9,48,40.81,36.23,45.39,10.75,13.11,51.14,0.37,0.78,4.38,50.52590179,-112.5500031
Alberta,4810,peas,2024,9,48,28.01,23.18,32.85,-5.99,15.93,55.61,0.45,0.81,3.82,50.66460037,-110.9089966
Alberta,4830,peas,2024,9,48,43.51,37.96,49.05,6.41,-0.98,11.56,-0.04,0.7,4.05,51.08769989,-115.1790009
Alberta,4850,peas,2024,9,48,41.56,34.85,48.27,-4.05,-9.76,-29.07,-0.53,0.48,5.27,52.69950104,-114.6679993
Alberta,4870,peas,2024,9,48,42.75,37.38,48.12,24.9,27.38,18.41,1.28,0.63,4.21,56.94729996,-116.8280029
Alberta,4860,peas,2024,9,48,33.19,28.48,37.89,-21.7,-15.94,-35.06,-0.66,0.7,4.43,56.47129822,-112.810997
Alberta,4840,peas,2024,9,48,36.32,30.78,41.86,3.16,-9.51,-13.11,-0.42,0.83,3.81,52.48089981,-111.4990005
Alberta,4841,peas,2024,9,48,38.19,33.41,42.96,2.56,-6.68,-23.63,-0.3,0.78,4.11,53.36869812,-111.6920013
Saskatchewan,4704,peas,2024,9,47,26.98,20.5,33.46,-1.75,18.86,7.07,0.53,0.61,5.87,49.53290176,-108.7890015
Saskatchewan,4708,peas,2024,9,47,29.09,23.98,34.2,4.06,28.95,127.27,0.63,0.79,3.95,50.71530151,-108.8300018
Saskatchewan,4703,peas,2024,9,47,24.47,19.13,29.82,-7.75,-0.02,5.95,0,0.74,4.04,49.54230118,-106.4049988
Saskatchewan,4707,peas,2024,9,47,28.74,24.47,33.01,2.28,13.86,48.13,0.42,0.8,3.32,50.59840012,-106.6139984
Saskatchewan,4702,peas,2024,9,47,28.56,24.17,32.94,3.14,-9.63,8.17,-0.51,0.71,3.53,49.52310181,-104.2490005
Saskatchewan,4706,peas,2024,9,47,40.15,35.64,44.67,31.95,8.58,6.5,0.46,0.74,3.27,50.59830093,-104.3659973
Saskatchewan,4701,peas,2024,9,47,42.36,36.35,48.37,35.43,8.06,17.33,0.58,0.51,4.84,49.52339935,-102.3099976
Saskatchewan,4705,peas,2024,9,47,34.8,28.71,40.89,9.95,-10.09,-9.15,-0.71,0.63,4.2,50.58200073,-102.3919983
Saskatchewan,4713,peas,2024,9,47,35.05,29.67,40.43,13.37,2.38,-1.26,0.08,0.76,4.78,52.15140152,-109.262001
Saskatchewan,4717,peas,2024,9,47,40.62,36.02,45.22,19.03,0.41,-5.74,0.02,0.85,3.91,53.79119873,-108.9599991
Saskatchewan,4712,peas,2024,9,47,38.25,33.17,43.34,26.46,36.23,37.11,0.99,0.8,4.12,51.94589996,-107.7990036
Saskatchewan,4711,peas,2024,9,47,39.26,34,44.52,28.1,29.49,47.04,0.98,0.76,3.77,51.67309952,-106.0029984
Saskatchewan,4716,peas,2024,9,47,34.92,29.44,40.41,11.87,4,-9.76,0.14,0.79,4.02,56.79359818,-105.9339981
Saskatchewan,4710,peas,2024,9,47,43.71,39.35,48.07,38.04,12.14,-7.98,0.54,0.73,4.05,51.6393013,-104.1080017
Saskatchewan,4715,peas,2024,9,47,42.16,36.77,47.56,28.69,6.8,-3.96,0.28,0.79,4.28,52.89289856,-105.586998
Saskatchewan,4709,peas,2024,9,47,48.89,43.05,54.74,47.73,12.03,-7.05,0.62,0.8,4.49,51.7173996,-102.4309998
Saskatchewan,4714,peas,2024,9,47,39.01,34.18,43.83,21.48,3.08,4.29,0.14,0.77,3.96,53.01649857,-103.3099976
Manitoba,4601,peas,2024,9,46,52.4,46.09,58.7,37.52,7.2,9.62,0.52,0.74,4.59,49.27149963,-100.3990021
Manitoba,4602,peas,2024,9,46,42.87,36.56,49.19,21.76,-3.92,-13.04,-0.22,0.56,5.14,49.79869843,-100.2649994
Manitoba,4603,peas,2024,9,46,40.71,34.34,47.07,12.01,-11.2,-20.65,-0.86,0.6,4.85,50.34700012,-100.387001
Manitoba,4608,peas,2024,9,46,50.23,42.06,58.41,52.05,0.02,13.39,0,0.67,7.08,49.27899933,-98.30419922
Manitoba,4607,peas,2024,9,46,44.1,36.33,51.88,21.36,5.81,20.83,0.2,0.45,7,49.98550034,-98.45970154
Manitoba,4609,peas,2024,9,46,38.96,30.94,46.99,42.64,-4.03,,-0.13,0.63,5.56,49.63000107,-96.80410004
Manitoba,4611,peas,2024,9,46,47.34,38.94,55.74,37.59,6.98,-19.36,0.21,0.65,7.56,50.22650146,-97.2460022
Manitoba,4604,peas,2024,9,46,56.13,48.7,63.56,44.07,7.44,-1.88,0.5,0.77,4.96,51.0135994,-101.1809998
Manitoba,4605,peas,2024,9,46,58.96,50.47,67.44,37.85,9.47,8.98,0.59,0.55,8.15,52.08010101,-101.052002
Manitoba,4606,peas,2024,9,46,42.9,34.88,50.93,23.73,-3.59,,-0.12,0.53,5.89,51.12139893,-99.88110352
Manitoba,4612,peas,2024,9,46,34.53,24.21,44.84,1.04,-20.13,,-0.31,0.63,8.98,55.729599,-97.167099
Ontario,3500,peas,2024,9,35,39.1,39.1,39.1,,,,,,,50.44540024,-86.04720306
New Brunswick / Nouveau-Brunswick,1300,peas,2024,9,13,22.2,22.2,22.2,,,,,,,46.61719894,-66.37850189
Quebec,2400,peas,2024,9,24,33.8,33.8,33.8,,,,,,,53.39260101,-71.78160095
,1100,soybeans,2024,7,11,40.69,36.36,45.02,16.37,-1.24,-9.58,-0.1,0.78,2.28,46.39030075,-63.2458992
,1200,soybeans,2024,7,12,49.26,44.94,53.59,9.7,5.99,-0.68,0.53,0.67,2.25,45.14590073,-63.33179855
,1300,soybeans,2024,7,13,37.47,31.13,43.81,8.32,5.25,-9.93,0.25,0.7,2.41,46.61719894,-66.37850189
,2402,soybeans,2024,7,24,34.91,30.36,39.46,-3.67,-7.94,-17.86,-0.6,0.59,3.07,51.06119919,-67.41169739
,2403,soybeans,2024,7,24,43.17,38.65,47.7,10.43,5.19,6.59,0.86,0.66,2.5,47.63639832,-72.93379974
,2404,soybeans,2024,7,24,41.4,35.62,47.18,14.76,4.02,13.11,0.39,0.8,2.39,45.46530151,-71.58560181
,2405,soybeans,2024,7,24,48.87,44.16,53.58,12.3,5.96,0.35,0.91,0.73,2.41,46.57379913,-73.90589905
,2406,soybeans,2024,7,24,44.9,39.54,50.28,10.5,4.18,-5.07,0.51,0.72,2.78,46.56259918,-75.8506012
,2408,soybeans,2024,7,24,46.86,41.99,51.73,22.26,9.59,7.72,2.06,0.71,3.67,46.48519897,-70.73770142
,2409,soybeans,2024,7,24,52.62,47.98,57.25,10.61,4.03,5.24,1.82,0.74,2.36,45.51089859,-72.90090179
,2410,soybeans,2024,7,24,51.18,46.36,56,9.53,2.65,1.15,0.37,0.72,2.58,45.21229935,-73.78250122
,2411,soybeans,2024,7,24,45.28,40.23,50.33,11.58,4.61,0.61,0.7,0.61,3.21,46.09189987,-72.14859772
,3501,soybeans,2024,7,35,55.12,48.89,61.34,28.44,8.33,5.79,1.76,0.71,4.12,42.83430099,-81.15840149
,3502,soybeans,2024,7,35,51.02,45.13,56.91,20.8,2.04,-2.82,0.2,0.71,4.01,44.06389999,-80.59929657
,3503,soybeans,2024,7,35,46.41,39.48,53.33,28.55,11.02,-1.47,0.75,0.82,3.23,44.89519882,-78.82150269
,3504,soybeans,2024,7,35,49.11,43.73,54.49,18.76,4.93,-3.14,0.6,0.74,2.99,45.12820053,-76.3615036
,3505,soybeans,2024,7,35,39.6,31.86,47.34,17.15,2.32,-4.81,0.18,0.53,5.26,51.1882019,-86.91320038
,4601,soybeans,2024,7,46,35.89,31.31,40.47,4.03,2.54,6.82,0.26,0.74,1.87,49.27149963,-100.3990021
,4602,soybeans,2024,7,46,38.21,34.1,42.32,4.51,4.86,15.44,0.45,0.62,2.05,49.79869843,-100.2649994
,4603,soybeans,2024,7,46,35.73,32.83,38.62,2.41,9.14,-0.76,0.85,0.7,1.99,50.34700012,-100.387001
,4604,soybeans,2024,7,46,34.4,34.4,34.4,,,,,,,51.0135994,-101.1809998
,4605,soybeans,2024,7,46,37.6,37.6,37.6,,,,,,,52.08010101,-101.052002
,4606,soybeans,2024,7,46,40.26,36.6,43.92,12.46,14.9,14.7,0.85,0.7,2.58,51.12139893,-99.88110352
,4607,soybeans,2024,7,46,41.52,36.01,47.04,17.51,26.22,17.97,0.91,0.89,2.24,49.98550034,-98.45970154
,4608,soybeans,2024,7,46,39.72,36.01,43.43,7.52,9.89,22.96,0.49,0.71,2.69,49.27899933,-98.30419922
,4609,soybeans,2024,7,46,37.85,31.66,44.04,3.31,1.15,-11.36,0.07,0.75,2.22,49.63000107,-96.80410004
,4610,soybeans,2024,7,46,41.05,37.24,44.84,18.66,10.16,2.87,1.94,0.9,1.54,49.73680115,-95.84950256
,4611,soybeans,2024,7,46,35.21,28.1,42.32,4.37,6.89,-18.87,0.27,0.61,3.55,50.22650146,-97.2460022
,4612,soybeans,2024,7,46,33.13,28.55,37.71,4.01,6.05,-8.23,0.35,0.81,1.72,55.729599,-97.167099
,4700,soybeans,2024,7,47,25.17,19.51,30.82,1.18,1.23,3.99,0.07,0.6,2.51,54.41809845,-105.8889999
,1100,soybeans,2024,8,11,41.89,38.04,45.74,19.79,1.66,-6.92,0.14,0.78,2.28,46.39030075,-63.2458992
,1200,soybeans,2024,8,12,50.44,45.82,55.06,12.32,8.52,1.7,0.75,0.67,2.25,45.14590073,-63.33179855
,1300,soybeans,2024,8,13,36.29,30.02,42.56,4.92,1.95,-12.75,0.09,0.36,3.82,46.61719894,-66.37850189
,2402,soybeans,2024,8,24,38.12,33.83,42.42,5.17,0.51,-10.32,0.04,0.63,2.94,51.06119919,-67.41169739
,2403,soybeans,2024,8,24,45.59,42.23,48.95,16.62,11.09,12.57,1.84,0.73,2.24,47.63639832,-72.93379974
,2404,soybeans,2024,8,24,39.92,35.54,44.32,10.67,0.31,9.08,0.03,0.83,2.18,45.46530151,-71.58560181
,2405,soybeans,2024,8,24,48.81,44.05,53.57,12.16,5.83,0.23,0.89,0.37,4.3,46.57379913,-73.90589905
,2406,soybeans,2024,8,24,46.32,41.08,51.56,13.99,7.47,-2.08,0.92,0.72,2.78,46.56259918,-75.8506012
,2408,soybeans,2024,8,24,47.63,43.17,52.09,24.26,11.39,9.49,2.45,0.71,3.67,46.48519897,-70.73770142
,2409,soybeans,2024,8,24,53.4,49.51,57.3,12.26,5.58,6.8,2.52,0.67,2.65,45.51089859,-72.90090179
,2410,soybeans,2024,8,24,51.19,47.39,54.99,9.54,2.66,1.16,0.37,0.7,2.66,45.21229935,-73.78250122
,2411,soybeans,2024,8,24,45.68,41.37,49.98,12.57,5.53,1.5,0.84,0.67,2.92,46.09189987,-72.14859772
,3501,soybeans,2024,8,35,56.35,50.58,62.12,27.18,10.75,8.16,2.28,0.77,3.81,42.83430099,-81.15840149
,3502,soybeans,2024,8,35,57.99,53.26,62.72,37.3,15.98,10.45,1.59,0.67,4.12,44.06389999,-80.59929657
,3503,soybeans,2024,8,35,52.33,47.19,57.46,44.95,25.18,11.1,1.72,0.79,3.36,44.89519882,-78.82150269
,3504,soybeans,2024,8,35,51.52,46.68,56.35,24.58,10.08,1.61,1.23,0.73,3.1,45.12820053,-76.3615036
,3505,soybeans,2024,8,35,40.21,33.02,47.4,18.96,3.91,-3.34,0.3,0.53,5.26,51.1882019,-86.91320038
,4601,soybeans,2024,8,46,35.42,31.22,39.62,2.67,1.2,5.42,0.12,0.74,1.87,49.27149963,-100.3990021
,4602,soybeans,2024,8,46,34.19,31.41,36.97,-6.48,-6.17,3.3,-0.58,0.62,2.05,49.79869843,-100.2649994
,4603,soybeans,2024,8,46,35.51,31.76,39.27,1.79,8.49,-1.36,0.79,0.7,1.99,50.34700012,-100.387001
,4604,soybeans,2024,8,46,34.4,34.4,34.4,,,,,,,51.0135994,-101.1809998
,4605,soybeans,2024,8,46,37.6,37.6,37.6,,,,,,,52.08010101,-101.052002
,4606,soybeans,2024,8,46,40.39,35.84,44.93,12.81,15.25,15.06,0.88,0.7,2.58,51.12139893,-99.88110352
,4607,soybeans,2024,8,46,36.52,33.81,39.23,3.35,11,3.75,0.38,0.89,2.24,49.98550034,-98.45970154
,4608,soybeans,2024,8,46,40.61,36.77,44.44,9.95,12.37,25.73,0.62,0.78,2.45,49.27899933,-98.30419922
,4609,soybeans,2024,8,46,40.01,37.16,42.85,9.21,6.92,-6.3,0.4,0.75,2.22,49.63000107,-96.80410004
,4610,soybeans,2024,8,46,40.65,37.69,43.62,17.52,9.1,1.88,1.74,0.89,1.56,49.73680115,-95.84950256
,4611,soybeans,2024,8,46,37.44,32.9,41.98,10.98,13.66,-13.73,0.53,0.61,3.55,50.22650146,-97.2460022
,4612,soybeans,2024,8,46,32.33,28.42,36.25,1.5,3.5,-10.44,0.2,0.81,1.72,55.729599,-97.167099
,4700,soybeans,2024,8,47,21.55,17.31,25.79,-13.36,-13.32,-10.95,-0.8,0.6,2.51,54.41809845,-105.8889999
,1100,soybeans,2024,9,11,41.22,37.98,44.46,17.89,0.06,-8.39,0,0.78,2.28,46.39030075,-63.2458992
,1200,soybeans,2024,9,12,49.85,45.98,53.71,11,7.25,0.5,0.64,0.61,2.46,45.14590073,-63.33179855
,1300,soybeans,2024,9,13,37.18,33.22,41.14,7.47,4.43,-10.63,0.21,0.39,3.73,46.61719894,-66.37850189
,2402,soybeans,2024,9,24,39.62,35.22,44.02,9.33,4.48,-6.78,0.34,0.63,2.91,51.06119919,-67.41169739
,2403,soybeans,2024,9,24,41.28,37.83,44.74,5.59,0.58,1.93,0.1,0.67,2.47,47.63639832,-72.93379974
,2404,soybeans,2024,9,24,44.31,41.1,47.52,22.83,11.33,21.07,1.11,0.77,2.77,45.46530151,-71.58560181
,2405,soybeans,2024,9,24,50.06,45.19,54.93,15.04,8.55,2.8,1.3,0.64,2.78,46.57379913,-73.90589905
,2406,soybeans,2024,9,24,48.77,45.42,52.13,20.03,13.16,3.12,1.62,0.72,2.78,46.56259918,-75.8506012
,2408,soybeans,2024,9,24,50.21,45.79,54.62,30.98,17.41,15.41,3.74,0.71,3.67,46.48519897,-70.73770142
